link_id,major_type_en,subtype_id,resource_id,weight,required,notes
srl_fiend_009_soul_ash,Fiend,fiend_009,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_009_infernal_chain_link,Fiend,fiend_009,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_009_blood_sample,Fiend,fiend_009,blood_sample,20,false,범용 보정 후보
srl_fiend_009_hide,Fiend,fiend_009,hide,20,false,범용 보정 후보
srl_fiend_009_claw,Fiend,fiend_009,claw,20,false,범용 보정 후보
srl_fiend_010_fiendish_blood,Fiend,fiend_010,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_010_soul_ash,Fiend,fiend_010,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_010_infernal_chain_link,Fiend,fiend_010,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_010_blood_sample,Fiend,fiend_010,blood_sample,20,false,범용 보정 후보
srl_fiend_010_hide,Fiend,fiend_010,hide,20,false,범용 보정 후보
srl_fiend_010_claw,Fiend,fiend_010,claw,20,false,범용 보정 후보
srl_fiend_011_fiendish_blood,Fiend,fiend_011,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_011_soul_ash,Fiend,fiend_011,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_011_infernal_chain_link,Fiend,fiend_011,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_011_blood_sample,Fiend,fiend_011,blood_sample,20,false,범용 보정 후보
srl_fiend_011_hide,Fiend,fiend_011,hide,20,false,범용 보정 후보
srl_fiend_011_claw,Fiend,fiend_011,claw,20,false,범용 보정 후보
srl_fiend_012_fiendish_blood,Fiend,fiend_012,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_012_soul_ash,Fiend,fiend_012,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_012_infernal_chain_link,Fiend,fiend_012,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_012_blood_sample,Fiend,fiend_012,blood_sample,20,false,범용 보정 후보
srl_fiend_012_hide,Fiend,fiend_012,hide,20,false,범용 보정 후보
srl_fiend_012_claw,Fiend,fiend_012,claw,20,false,범용 보정 후보
srl_fiend_013_fiendish_blood,Fiend,fiend_013,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_013_soul_ash,Fiend,fiend_013,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_013_infernal_chain_link,Fiend,fiend_013,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_013_blood_sample,Fiend,fiend_013,blood_sample,20,false,범용 보정 후보
srl_fiend_013_hide,Fiend,fiend_013,hide,20,false,범용 보정 후보
srl_fiend_013_claw,Fiend,fiend_013,claw,20,false,범용 보정 후보
srl_fiend_014_fiendish_blood,Fiend,fiend_014,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_014_soul_ash,Fiend,fiend_014,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_014_infernal_chain_link,Fiend,fiend_014,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_014_elemental_ember,Fiend,fiend_014,elemental_ember,90,true,화염 분류
srl_fiend_014_elemental_core,Fiend,fiend_014,elemental_core,83,false,화염 분류
srl_fiend_014_blackened_hide_piece,Fiend,fiend_014,blackened_hide_piece,76,false,화염 분류
srl_fiend_014_blood_sample,Fiend,fiend_014,blood_sample,20,false,범용 보정 후보
srl_fiend_014_hide,Fiend,fiend_014,hide,20,false,범용 보정 후보
srl_fiend_014_claw,Fiend,fiend_014,claw,20,false,범용 보정 후보
srl_fiend_015_fiendish_blood,Fiend,fiend_015,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_015_soul_ash,Fiend,fiend_015,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_015_infernal_chain_link,Fiend,fiend_015,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_015_grave_dust,Fiend,fiend_015,grave_dust,90,true,시체형/부패형 분류
srl_fiend_015_blackened_organ_piece,Fiend,fiend_015,blackened_organ_piece,83,false,시체형/부패형 분류
srl_fiend_015_necrotic_bone,Fiend,fiend_015,necrotic_bone,76,false,시체형/부패형 분류
srl_fiend_015_blood_sample,Fiend,fiend_015,blood_sample,69,false,시체형/부패형 분류
srl_fiend_015_ichor_sample,Fiend,fiend_015,ichor_sample,62,false,시체형/부패형 분류
srl_fiend_015_venom_sac,Fiend,fiend_015,venom_sac,90,true,독성/질병 분류
srl_fiend_015_liver,Fiend,fiend_015,liver,76,false,독성/질병 분류
srl_fiend_015_hide,Fiend,fiend_015,hide,20,false,범용 보정 후보
srl_fiend_015_claw,Fiend,fiend_015,claw,20,false,범용 보정 후보
srl_fiend_016_fiendish_blood,Fiend,fiend_016,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_016_soul_ash,Fiend,fiend_016,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_016_infernal_chain_link,Fiend,fiend_016,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_016_wraith_ectoplasm,Fiend,fiend_016,wraith_ectoplasm,90,true,영체/결박형 분류
srl_fiend_016_grave_dust,Fiend,fiend_016,grave_dust,83,false,영체/결박형 분류
srl_fiend_016_fog_condensate,Fiend,fiend_016,fog_condensate,76,false,영체/결박형 분류
srl_fiend_016_necrotic_bone,Fiend,fiend_016,necrotic_bone,69,false,영체/결박형 분류
srl_fiend_016_blood_sample,Fiend,fiend_016,blood_sample,20,false,범용 보정 후보
srl_fiend_016_hide,Fiend,fiend_016,hide,20,false,범용 보정 후보
srl_fiend_016_claw,Fiend,fiend_016,claw,20,false,범용 보정 후보
srl_fiend_017_fiendish_blood,Fiend,fiend_017,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_017_soul_ash,Fiend,fiend_017,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_017_infernal_chain_link,Fiend,fiend_017,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_017_fey_dust,Fiend,fiend_017,fey_dust,90,true,요정계 분류
srl_fiend_017_fey_charm_fragment,Fiend,fiend_017,fey_charm_fragment,83,false,요정계 분류
srl_fiend_017_dream_pollen,Fiend,fiend_017,dream_pollen,76,false,요정계 분류
srl_fiend_017_blood_sample,Fiend,fiend_017,blood_sample,20,false,범용 보정 후보
srl_fiend_017_hide,Fiend,fiend_017,hide,20,false,범용 보정 후보
srl_fiend_017_claw,Fiend,fiend_017,claw,20,false,범용 보정 후보
srl_fiend_018_fiendish_blood,Fiend,fiend_018,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_018_soul_ash,Fiend,fiend_018,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_018_infernal_chain_link,Fiend,fiend_018,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_018_blood_sample,Fiend,fiend_018,blood_sample,20,false,범용 보정 후보
srl_fiend_018_hide,Fiend,fiend_018,hide,20,false,범용 보정 후보
srl_fiend_018_claw,Fiend,fiend_018,claw,20,false,범용 보정 후보
srl_fiend_019_fiendish_blood,Fiend,fiend_019,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_019_soul_ash,Fiend,fiend_019,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_019_infernal_chain_link,Fiend,fiend_019,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_019_slime_sample,Fiend,fiend_019,slime_sample,90,true,수중 분류
srl_fiend_019_scale,Fiend,fiend_019,scale,83,false,수중 분류
srl_fiend_019_blood_sample,Fiend,fiend_019,blood_sample,20,false,범용 보정 후보
srl_fiend_019_hide,Fiend,fiend_019,hide,20,false,범용 보정 후보
srl_fiend_019_claw,Fiend,fiend_019,claw,20,false,범용 보정 후보
srl_fiend_020_fiendish_blood,Fiend,fiend_020,fiendish_blood,65,true,Fiend 대분류 기본 자원
srl_fiend_020_soul_ash,Fiend,fiend_020,soul_ash,60,false,Fiend 대분류 기본 자원
srl_fiend_020_infernal_chain_link,Fiend,fiend_020,infernal_chain_link,55,false,Fiend 대분류 기본 자원
srl_fiend_020_blood_sample,Fiend,fiend_020,blood_sample,20,false,범용 보정 후보
srl_fiend_020_hide,Fiend,fiend_020,hide,20,false,범용 보정 후보
srl_fiend_020_claw,Fiend,fiend_020,claw,20,false,범용 보정 후보
srl_giant_001_giant_bone,Giant,giant_001,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_001_giant_tooth,Giant,giant_001,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_001_hide,Giant,giant_001,hide,55,false,Giant 대분류 기본 자원
srl_giant_001_blood_sample,Giant,giant_001,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_001_slime_sample,Giant,giant_001,slime_sample,90,true,수중 분류
srl_giant_001_scale,Giant,giant_001,scale,83,false,수중 분류
srl_giant_001_claw,Giant,giant_001,claw,20,false,범용 보정 후보
srl_giant_002_giant_bone,Giant,giant_002,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_002_giant_tooth,Giant,giant_002,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_002_hide,Giant,giant_002,hide,55,false,Giant 대분류 기본 자원
srl_giant_002_blood_sample,Giant,giant_002,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_002_claw,Giant,giant_002,claw,20,false,범용 보정 후보
srl_giant_003_giant_bone,Giant,giant_003,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_003_giant_tooth,Giant,giant_003,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_003_hide,Giant,giant_003,hide,55,false,Giant 대분류 기본 자원
srl_giant_003_blood_sample,Giant,giant_003,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_003_elemental_ice_core,Giant,giant_003,elemental_ice_core,90,true,냉기 분류
srl_giant_003_elemental_core,Giant,giant_003,elemental_core,83,false,냉기 분류
srl_giant_003_crystal_blood,Giant,giant_003,crystal_blood,76,false,냉기 분류
srl_giant_003_claw,Giant,giant_003,claw,20,false,범용 보정 후보
srl_giant_004_giant_bone,Giant,giant_004,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_004_giant_tooth,Giant,giant_004,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_004_hide,Giant,giant_004,hide,55,false,Giant 대분류 기본 자원
srl_giant_004_blood_sample,Giant,giant_004,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_004_elemental_ember,Giant,giant_004,elemental_ember,90,true,화염 분류
srl_giant_004_elemental_core,Giant,giant_004,elemental_core,83,false,화염 분류
srl_giant_004_blackened_hide_piece,Giant,giant_004,blackened_hide_piece,76,false,화염 분류
srl_giant_004_claw,Giant,giant_004,claw,20,false,범용 보정 후보
srl_giant_005_giant_bone,Giant,giant_005,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_005_giant_tooth,Giant,giant_005,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_005_hide,Giant,giant_005,hide,55,false,Giant 대분류 기본 자원
srl_giant_005_blood_sample,Giant,giant_005,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_005_elemental_core,Giant,giant_005,elemental_core,90,true,번개/폭풍 분류
srl_giant_005_elemental_residue,Giant,giant_005,elemental_residue,83,false,번개/폭풍 분류
srl_giant_005_crystal_organ_piece,Giant,giant_005,crystal_organ_piece,76,false,번개/폭풍 분류
srl_giant_005_claw,Giant,giant_005,claw,20,false,범용 보정 후보
srl_giant_006_giant_bone,Giant,giant_006,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_006_giant_tooth,Giant,giant_006,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_006_hide,Giant,giant_006,hide,55,false,Giant 대분류 기본 자원
srl_giant_006_blood_sample,Giant,giant_006,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_006_claw,Giant,giant_006,claw,20,false,범용 보정 후보
srl_giant_007_giant_bone,Giant,giant_007,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_007_giant_tooth,Giant,giant_007,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_007_hide,Giant,giant_007,hide,55,false,Giant 대분류 기본 자원
srl_giant_007_blood_sample,Giant,giant_007,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_007_claw,Giant,giant_007,claw,20,false,범용 보정 후보
srl_giant_008_giant_bone,Giant,giant_008,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_008_giant_tooth,Giant,giant_008,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_008_hide,Giant,giant_008,hide,55,false,Giant 대분류 기본 자원
srl_giant_008_blood_sample,Giant,giant_008,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_008_slime_sample,Giant,giant_008,slime_sample,90,true,수중 분류
srl_giant_008_scale,Giant,giant_008,scale,83,false,수중 분류
srl_giant_008_claw,Giant,giant_008,claw,20,false,범용 보정 후보
srl_giant_009_giant_bone,Giant,giant_009,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_009_giant_tooth,Giant,giant_009,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_009_hide,Giant,giant_009,hide,55,false,Giant 대분류 기본 자원
srl_giant_009_blood_sample,Giant,giant_009,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_009_claw,Giant,giant_009,claw,20,false,범용 보정 후보
srl_giant_010_giant_bone,Giant,giant_010,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_010_giant_tooth,Giant,giant_010,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_010_hide,Giant,giant_010,hide,55,false,Giant 대분류 기본 자원
srl_giant_010_blood_sample,Giant,giant_010,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_010_slime_sample,Giant,giant_010,slime_sample,90,true,수중 분류
srl_giant_010_scale,Giant,giant_010,scale,83,false,수중 분류
srl_giant_010_claw,Giant,giant_010,claw,20,false,범용 보정 후보
srl_giant_011_giant_bone,Giant,giant_011,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_011_giant_tooth,Giant,giant_011,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_011_hide,Giant,giant_011,hide,55,false,Giant 대분류 기본 자원
srl_giant_011_blood_sample,Giant,giant_011,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_011_claw,Giant,giant_011,claw,20,false,범용 보정 후보
srl_giant_012_giant_bone,Giant,giant_012,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_012_giant_tooth,Giant,giant_012,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_012_hide,Giant,giant_012,hide,55,false,Giant 대분류 기본 자원
srl_giant_012_blood_sample,Giant,giant_012,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_012_living_seed,Giant,giant_012,living_seed,90,true,식물/균류 분류
srl_giant_012_animated_root,Giant,giant_012,animated_root,83,false,식물/균류 분류
srl_giant_012_spore_sac,Giant,giant_012,spore_sac,76,false,식물/균류 분류
srl_giant_012_fungal_mycelium,Giant,giant_012,fungal_mycelium,69,false,식물/균류 분류
srl_giant_012_claw,Giant,giant_012,claw,20,false,범용 보정 후보
srl_giant_013_giant_bone,Giant,giant_013,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_013_giant_tooth,Giant,giant_013,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_013_hide,Giant,giant_013,hide,55,false,Giant 대분류 기본 자원
srl_giant_013_blood_sample,Giant,giant_013,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_013_claw,Giant,giant_013,claw,20,false,범용 보정 후보
srl_giant_014_giant_bone,Giant,giant_014,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_014_giant_tooth,Giant,giant_014,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_014_hide,Giant,giant_014,hide,55,false,Giant 대분류 기본 자원
srl_giant_014_blood_sample,Giant,giant_014,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_014_claw,Giant,giant_014,claw,20,false,범용 보정 후보
srl_giant_015_giant_bone,Giant,giant_015,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_015_giant_tooth,Giant,giant_015,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_015_hide,Giant,giant_015,hide,55,false,Giant 대분류 기본 자원
srl_giant_015_blood_sample,Giant,giant_015,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_015_claw,Giant,giant_015,claw,20,false,범용 보정 후보
srl_giant_016_giant_bone,Giant,giant_016,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_016_giant_tooth,Giant,giant_016,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_016_hide,Giant,giant_016,hide,55,false,Giant 대분류 기본 자원
srl_giant_016_blood_sample,Giant,giant_016,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_016_fiendish_blood,Giant,giant_016,fiendish_blood,90,true,악마체 분류
srl_giant_016_soul_ash,Giant,giant_016,soul_ash,83,false,악마체 분류
srl_giant_016_infernal_chain_link,Giant,giant_016,infernal_chain_link,76,false,악마체 분류
srl_giant_016_claw,Giant,giant_016,claw,20,false,범용 보정 후보
srl_giant_017_giant_bone,Giant,giant_017,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_017_giant_tooth,Giant,giant_017,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_017_hide,Giant,giant_017,hide,55,false,Giant 대분류 기본 자원
srl_giant_017_blood_sample,Giant,giant_017,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_017_claw,Giant,giant_017,claw,20,false,범용 보정 후보
srl_giant_018_giant_bone,Giant,giant_018,giant_bone,65,true,Giant 대분류 기본 자원
srl_giant_018_giant_tooth,Giant,giant_018,giant_tooth,60,false,Giant 대분류 기본 자원
srl_giant_018_hide,Giant,giant_018,hide,55,false,Giant 대분류 기본 자원
srl_giant_018_blood_sample,Giant,giant_018,blood_sample,50,false,Giant 대분류 기본 자원
srl_giant_018_claw,Giant,giant_018,claw,20,false,범용 보정 후보
srl_humanoid_001_tribal_token,Humanoid,humanoid_001,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_001_ritual_tool,Humanoid,humanoid_001,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_001_rusted_weapon,Humanoid,humanoid_001,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_001_old_armor_piece,Humanoid,humanoid_001,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_001_blood_sample,Humanoid,humanoid_001,blood_sample,20,false,범용 보정 후보
srl_humanoid_001_hide,Humanoid,humanoid_001,hide,20,false,범용 보정 후보
srl_humanoid_001_claw,Humanoid,humanoid_001,claw,20,false,범용 보정 후보
srl_humanoid_002_tribal_token,Humanoid,humanoid_002,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_002_ritual_tool,Humanoid,humanoid_002,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_002_rusted_weapon,Humanoid,humanoid_002,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_002_old_armor_piece,Humanoid,humanoid_002,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_002_blood_sample,Humanoid,humanoid_002,blood_sample,20,false,범용 보정 후보
srl_humanoid_002_hide,Humanoid,humanoid_002,hide,20,false,범용 보정 후보
srl_humanoid_002_claw,Humanoid,humanoid_002,claw,20,false,범용 보정 후보
srl_humanoid_003_tribal_token,Humanoid,humanoid_003,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_003_ritual_tool,Humanoid,humanoid_003,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_003_rusted_weapon,Humanoid,humanoid_003,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_003_old_armor_piece,Humanoid,humanoid_003,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_003_blood_sample,Humanoid,humanoid_003,blood_sample,20,false,범용 보정 후보
srl_humanoid_003_hide,Humanoid,humanoid_003,hide,20,false,범용 보정 후보
srl_humanoid_003_claw,Humanoid,humanoid_003,claw,20,false,범용 보정 후보
srl_humanoid_004_tribal_token,Humanoid,humanoid_004,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_004_ritual_tool,Humanoid,humanoid_004,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_004_rusted_weapon,Humanoid,humanoid_004,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_004_old_armor_piece,Humanoid,humanoid_004,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_004_venom_sac,Humanoid,humanoid_004,venom_sac,90,true,독성/질병 분류
srl_humanoid_004_liver,Humanoid,humanoid_004,liver,76,false,독성/질병 분류
srl_humanoid_004_blood_sample,Humanoid,humanoid_004,blood_sample,69,false,독성/질병 분류
srl_humanoid_004_hide,Humanoid,humanoid_004,hide,20,false,범용 보정 후보
srl_humanoid_004_claw,Humanoid,humanoid_004,claw,20,false,범용 보정 후보
srl_humanoid_005_tribal_token,Humanoid,humanoid_005,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_005_ritual_tool,Humanoid,humanoid_005,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_005_rusted_weapon,Humanoid,humanoid_005,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_005_old_armor_piece,Humanoid,humanoid_005,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_005_fiendish_blood,Humanoid,humanoid_005,fiendish_blood,90,true,악마체 분류
srl_humanoid_005_soul_ash,Humanoid,humanoid_005,soul_ash,83,false,악마체 분류
srl_humanoid_005_infernal_chain_link,Humanoid,humanoid_005,infernal_chain_link,76,false,악마체 분류
srl_humanoid_005_blood_sample,Humanoid,humanoid_005,blood_sample,20,false,범용 보정 후보
srl_humanoid_005_hide,Humanoid,humanoid_005,hide,20,false,범용 보정 후보
srl_humanoid_005_claw,Humanoid,humanoid_005,claw,20,false,범용 보정 후보
srl_humanoid_006_tribal_token,Humanoid,humanoid_006,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_006_ritual_tool,Humanoid,humanoid_006,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_006_rusted_weapon,Humanoid,humanoid_006,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_006_old_armor_piece,Humanoid,humanoid_006,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_006_blood_sample,Humanoid,humanoid_006,blood_sample,20,false,범용 보정 후보
srl_humanoid_006_hide,Humanoid,humanoid_006,hide,20,false,범용 보정 후보
srl_humanoid_006_claw,Humanoid,humanoid_006,claw,20,false,범용 보정 후보
srl_humanoid_007_tribal_token,Humanoid,humanoid_007,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_007_ritual_tool,Humanoid,humanoid_007,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_007_rusted_weapon,Humanoid,humanoid_007,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_007_old_armor_piece,Humanoid,humanoid_007,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_007_blood_sample,Humanoid,humanoid_007,blood_sample,20,false,범용 보정 후보
srl_humanoid_007_hide,Humanoid,humanoid_007,hide,20,false,범용 보정 후보
srl_humanoid_007_claw,Humanoid,humanoid_007,claw,20,false,범용 보정 후보
srl_humanoid_008_tribal_token,Humanoid,humanoid_008,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_008_ritual_tool,Humanoid,humanoid_008,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_008_rusted_weapon,Humanoid,humanoid_008,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_008_old_armor_piece,Humanoid,humanoid_008,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_008_psychic_tissue,Humanoid,humanoid_008,psychic_tissue,90,true,정신/환각 분류
srl_humanoid_008_brain,Humanoid,humanoid_008,brain,83,false,정신/환각 분류
srl_humanoid_008_blood_sample,Humanoid,humanoid_008,blood_sample,20,false,범용 보정 후보
srl_humanoid_008_hide,Humanoid,humanoid_008,hide,20,false,범용 보정 후보
srl_humanoid_008_claw,Humanoid,humanoid_008,claw,20,false,범용 보정 후보
srl_humanoid_009_tribal_token,Humanoid,humanoid_009,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_009_ritual_tool,Humanoid,humanoid_009,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_009_rusted_weapon,Humanoid,humanoid_009,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_009_old_armor_piece,Humanoid,humanoid_009,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_009_blood_sample,Humanoid,humanoid_009,blood_sample,20,false,범용 보정 후보
srl_humanoid_009_hide,Humanoid,humanoid_009,hide,20,false,범용 보정 후보
srl_humanoid_009_claw,Humanoid,humanoid_009,claw,20,false,범용 보정 후보
srl_humanoid_010_tribal_token,Humanoid,humanoid_010,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_010_ritual_tool,Humanoid,humanoid_010,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_010_rusted_weapon,Humanoid,humanoid_010,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_010_old_armor_piece,Humanoid,humanoid_010,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_010_elemental_ember,Humanoid,humanoid_010,elemental_ember,90,true,화염 분류
srl_humanoid_010_elemental_core,Humanoid,humanoid_010,elemental_core,83,false,화염 분류
srl_humanoid_010_blackened_hide_piece,Humanoid,humanoid_010,blackened_hide_piece,76,false,화염 분류
srl_humanoid_010_slime_sample,Humanoid,humanoid_010,slime_sample,90,true,수중 분류
srl_humanoid_010_scale,Humanoid,humanoid_010,scale,83,false,수중 분류
srl_humanoid_010_blood_sample,Humanoid,humanoid_010,blood_sample,20,false,범용 보정 후보
srl_humanoid_010_hide,Humanoid,humanoid_010,hide,20,false,범용 보정 후보
srl_humanoid_010_claw,Humanoid,humanoid_010,claw,20,false,범용 보정 후보
srl_humanoid_011_tribal_token,Humanoid,humanoid_011,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_011_ritual_tool,Humanoid,humanoid_011,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_011_rusted_weapon,Humanoid,humanoid_011,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_011_old_armor_piece,Humanoid,humanoid_011,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_011_blood_sample,Humanoid,humanoid_011,blood_sample,20,false,범용 보정 후보
srl_humanoid_011_hide,Humanoid,humanoid_011,hide,20,false,범용 보정 후보
srl_humanoid_011_claw,Humanoid,humanoid_011,claw,20,false,범용 보정 후보
srl_humanoid_012_tribal_token,Humanoid,humanoid_012,tribal_token,65,true,Humanoid 대분류 기본 자원
srl_humanoid_012_ritual_tool,Humanoid,humanoid_012,ritual_tool,60,false,Humanoid 대분류 기본 자원
srl_humanoid_012_rusted_weapon,Humanoid,humanoid_012,rusted_weapon,55,false,Humanoid 대분류 기본 자원
srl_humanoid_012_old_armor_piece,Humanoid,humanoid_012,old_armor_piece,50,false,Humanoid 대분류 기본 자원
srl_humanoid_012_blood_sample,Humanoid,humanoid_012,blood_sample,20,false,범용 보정 후보
srl_humanoid_012_hide,Humanoid,humanoid_012,hide,20,false,범용 보정 후보
