concept_id,notice_no,route_id,route_name,notice_group,notice_name,concept_no,concept_keyword,public_title,recommended_rank,public_summary,primary_objective,field_situation,unknown_factor,complication,record_target,failure_condition,follow_up,public_notice_text
concept_049_02,49,classified,기밀,재앙 대응,재앙 의식 저지,2,실종자 공포 기억 의식,재앙 의식 저지 – 실종자 공포 기억 의식,중급~상급,"실종자 공포 기억 의식 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",재앙을 증폭시키는 의식이나 준비 행위를 저지한다.,"현장에서는 실종자 공포 기억 의식와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 의식 저지 – 실종자 공포 기억 의식] 실종자 공포 기억 의식 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 재앙을 증폭시키는 의식이나 준비 행위를 저지한다는 것이다. 현장에서는 실종자 공포 기억 의식와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_049_03,49,classified,기밀,재앙 대응,재앙 의식 저지,3,정제 실패품 제물화,재앙 의식 저지 – 정제 실패품 제물화,중급~상급,"정제 실패품 제물화 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",재앙을 증폭시키는 의식이나 준비 행위를 저지한다.,"현장에서는 정제 실패품 제물화와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 의식 저지 – 정제 실패품 제물화] 정제 실패품 제물화 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 재앙을 증폭시키는 의식이나 준비 행위를 저지한다는 것이다. 현장에서는 정제 실패품 제물화와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_049_04,49,classified,기밀,재앙 대응,재앙 의식 저지,4,소형 흑안개 발생,재앙 의식 저지 – 소형 흑안개 발생,중급~상급,"소형 흑안개 발생 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",재앙을 증폭시키는 의식이나 준비 행위를 저지한다.,"현장에서는 소형 흑안개 발생와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 의식 저지 – 소형 흑안개 발생] 소형 흑안개 발생 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 재앙을 증폭시키는 의식이나 준비 행위를 저지한다는 것이다. 현장에서는 소형 흑안개 발생와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_049_05,49,classified,기밀,재앙 대응,재앙 의식 저지,5,폐수로 의식장,재앙 의식 저지 – 폐수로 의식장,중급~상급,"폐수로 의식장 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",재앙을 증폭시키는 의식이나 준비 행위를 저지한다.,"현장에서는 폐수로 의식장와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 의식 저지 – 폐수로 의식장] 폐수로 의식장 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 재앙을 증폭시키는 의식이나 준비 행위를 저지한다는 것이다. 현장에서는 폐수로 의식장와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_049_06,49,classified,기밀,재앙 대응,재앙 의식 저지,6,밤마다 반복되는 제례,재앙 의식 저지 – 밤마다 반복되는 제례,중급~상급,"밤마다 반복되는 제례 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",재앙을 증폭시키는 의식이나 준비 행위를 저지한다.,"현장에서는 밤마다 반복되는 제례와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 의식 저지 – 밤마다 반복되는 제례] 밤마다 반복되는 제례 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 재앙을 증폭시키는 의식이나 준비 행위를 저지한다는 것이다. 현장에서는 밤마다 반복되는 제례와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_049_07,49,classified,기밀,재앙 대응,재앙 의식 저지,7,의식 완성 전 급습,재앙 의식 저지 – 의식 완성 전 급습,중급~상급,"의식 완성 전 급습 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",재앙을 증폭시키는 의식이나 준비 행위를 저지한다.,"현장에서는 의식 완성 전 급습와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 의식 저지 – 의식 완성 전 급습] 의식 완성 전 급습 사안이 접수되었다. 연맹은 이를 재앙 의식 저지 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 재앙을 증폭시키는 의식이나 준비 행위를 저지한다는 것이다. 현장에서는 의식 완성 전 급습와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_050_01,50,classified,기밀,재앙 대응,재앙 연결망 추적,1,물자 흐름 일치,재앙 연결망 추적 – 물자 흐름 일치,중급~상급,"물자 흐름 일치 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다.,"현장에서는 물자 흐름 일치와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 연결망 추적 – 물자 흐름 일치] 물자 흐름 일치 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다는 것이다. 현장에서는 물자 흐름 일치와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_050_02,50,classified,기밀,재앙 대응,재앙 연결망 추적,2,보고서 조작 방식,재앙 연결망 추적 – 보고서 조작 방식,중급~상급,"보고서 조작 방식 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다.,"현장에서는 보고서 조작 방식와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 연결망 추적 – 보고서 조작 방식] 보고서 조작 방식 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다는 것이다. 현장에서는 보고서 조작 방식와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_050_03,50,classified,기밀,재앙 대응,재앙 연결망 추적,3,여러 마을 같은 실종,재앙 연결망 추적 – 여러 마을 같은 실종,중급~상급,"여러 마을 같은 실종 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다.,"현장에서는 여러 마을 같은 실종와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 연결망 추적 – 여러 마을 같은 실종] 여러 마을 같은 실종 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다는 것이다. 현장에서는 여러 마을 같은 실종와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_050_04,50,classified,기밀,재앙 대응,재앙 연결망 추적,4,암호화된 재앙성 문서,재앙 연결망 추적 – 암호화된 재앙성 문서,중급~상급,"암호화된 재앙성 문서 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다.,"현장에서는 암호화된 재앙성 문서와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 연결망 추적 – 암호화된 재앙성 문서] 암호화된 재앙성 문서 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다는 것이다. 현장에서는 암호화된 재앙성 문서와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_050_05,50,classified,기밀,재앙 대응,재앙 연결망 추적,5,정제 실패품 유통망,재앙 연결망 추적 – 정제 실패품 유통망,중급~상급,"정제 실패품 유통망 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다.,"현장에서는 정제 실패품 유통망와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 연결망 추적 – 정제 실패품 유통망] 정제 실패품 유통망 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다는 것이다. 현장에서는 정제 실패품 유통망와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_050_06,50,classified,기밀,재앙 대응,재앙 연결망 추적,6,소문 발생 경로,재앙 연결망 추적 – 소문 발생 경로,중급~상급,"소문 발생 경로 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다.,"현장에서는 소문 발생 경로와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 연결망 추적 – 소문 발생 경로] 소문 발생 경로 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다는 것이다. 현장에서는 소문 발생 경로와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_050_07,50,classified,기밀,재앙 대응,재앙 연결망 추적,7,사건 지점 간 연락 흔적,재앙 연결망 추적 – 사건 지점 간 연락 흔적,중급~상급,"사건 지점 간 연락 흔적 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다.,"현장에서는 사건 지점 간 연락 흔적와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","현장의 피해가 우발적 재앙인지, 반복 가능한 오염 구조인지 확인해야 한다.",공포와 불신이 빠르게 퍼져 성급한 색출이나 폭력으로 번질 수 있다.,"표식 기록, 증언, 소문 발생 경로, 오염 흔적, 반복 패턴.",공포와 불신이 확산되어 공동체가 붕괴하거나 반복 재앙을 막지 못한다.,반복 패턴이나 매개자가 확인되면 기밀 조사 단계로 승급한다.,"[재앙 연결망 추적 – 사건 지점 간 연락 흔적] 사건 지점 간 연락 흔적 사안이 접수되었다. 연맹은 이를 재앙 연결망 추적 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 여러 재앙 사건을 잇는 연결망과 물자 흐름을 추적한다는 것이다. 현장에서는 사건 지점 간 연락 흔적와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_051_01,51,solver,해결사,문명권 안전 관리,개척지 안전 진단,1,수원 꿈 연결,개척지 안전 진단 – 수원 꿈 연결,하급~중급,"수원 꿈 연결 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정착지의 생존 기반과 잔류 위험을 점검한다.,"현장에서는 수원 꿈 연결와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[개척지 안전 진단 – 수원 꿈 연결] 수원 꿈 연결 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정착지의 생존 기반과 잔류 위험을 점검한다는 것이다. 현장에서는 수원 꿈 연결와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_051_02,51,solver,해결사,문명권 안전 관리,개척지 안전 진단,2,방어선 아래 잔향,개척지 안전 진단 – 방어선 아래 잔향,하급~중급,"방어선 아래 잔향 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정착지의 생존 기반과 잔류 위험을 점검한다.,"현장에서는 방어선 아래 잔향와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[개척지 안전 진단 – 방어선 아래 잔향] 방어선 아래 잔향 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정착지의 생존 기반과 잔류 위험을 점검한다는 것이다. 현장에서는 방어선 아래 잔향와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_051_03,51,solver,해결사,문명권 안전 관리,개척지 안전 진단,3,비정상적 작물 성장,개척지 안전 진단 – 비정상적 작물 성장,하급~중급,"비정상적 작물 성장 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정착지의 생존 기반과 잔류 위험을 점검한다.,"현장에서는 비정상적 작물 성장와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[개척지 안전 진단 – 비정상적 작물 성장] 비정상적 작물 성장 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정착지의 생존 기반과 잔류 위험을 점검한다는 것이다. 현장에서는 비정상적 작물 성장와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_051_04,51,solver,해결사,문명권 안전 관리,개척지 안전 진단,4,개척지 지하 공동,개척지 안전 진단 – 개척지 지하 공동,하급~중급,"개척지 지하 공동 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정착지의 생존 기반과 잔류 위험을 점검한다.,"현장에서는 개척지 지하 공동와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[개척지 안전 진단 – 개척지 지하 공동] 개척지 지하 공동 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정착지의 생존 기반과 잔류 위험을 점검한다는 것이다. 현장에서는 개척지 지하 공동와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_051_05,51,solver,해결사,문명권 안전 관리,개척지 안전 진단,5,야간 경계병 환청,개척지 안전 진단 – 야간 경계병 환청,하급~중급,"야간 경계병 환청 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정착지의 생존 기반과 잔류 위험을 점검한다.,"현장에서는 야간 경계병 환청와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[개척지 안전 진단 – 야간 경계병 환청] 야간 경계병 환청 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정착지의 생존 기반과 잔류 위험을 점검한다는 것이다. 현장에서는 야간 경계병 환청와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_051_06,51,solver,해결사,문명권 안전 관리,개척지 안전 진단,6,정착지 피난처 확장,개척지 안전 진단 – 정착지 피난처 확장,하급~중급,"정착지 피난처 확장 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정착지의 생존 기반과 잔류 위험을 점검한다.,"현장에서는 정착지 피난처 확장와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[개척지 안전 진단 – 정착지 피난처 확장] 정착지 피난처 확장 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정착지의 생존 기반과 잔류 위험을 점검한다는 것이다. 현장에서는 정착지 피난처 확장와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_051_07,51,solver,해결사,문명권 안전 관리,개척지 안전 진단,7,가축 집단 회피,개척지 안전 진단 – 가축 집단 회피,하급~중급,"가축 집단 회피 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정착지의 생존 기반과 잔류 위험을 점검한다.,"현장에서는 가축 집단 회피와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[개척지 안전 진단 – 가축 집단 회피] 가축 집단 회피 사안이 접수되었다. 연맹은 이를 개척지 안전 진단 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정착지의 생존 기반과 잔류 위험을 점검한다는 것이다. 현장에서는 가축 집단 회피와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_052_01,52,solver,해결사,문명권 안전 관리,이주로 검증,1,피난민 행렬 경로,이주로 검증 – 피난민 행렬 경로,하급~중급,"피난민 행렬 경로 사안이 접수되었다. 연맹은 이를 이주로 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",이동 경로의 안전성과 잔류 위험을 검증한다.,"현장에서는 피난민 행렬 경로와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","해당 구역이 문명권 관리 대상으로 유지될 수 있는지, 잠재 위험이 남아 있는지 확인해야 한다.",주민이나 관리 세력은 이미 안전 판정을 받았다고 주장하며 재조사에 반발한다.,"시설 점검표, 주민 증언, 안전 판정 근거, 잔류 위험 좌표.",잘못된 안전 판정으로 정착지나 통행로에 후속 피해가 발생한다.,잔류 위험이 확인되면 해결사 전문 공고로 재분류한다.,"[이주로 검증 – 피난민 행렬 경로] 피난민 행렬 경로 사안이 접수되었다. 연맹은 이를 이주로 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 이동 경로의 안전성과 잔류 위험을 검증한다는 것이다. 현장에서는 피난민 행렬 경로와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
